Indicador,Fuente,ISO Alfa3,ISO N,Código,País,Año,Valor,Unidad
Capacidad instalada por fuente,Total,DOM,214,América Latina,República Dominicana,2017,"3708,15",MW
Capacidad instalada por fuente,Hidro,DOM,214,América Latina,República Dominicana,2018,616,MW
Capacidad instalada por fuente,Térmica no renovable,DOM,214,América Latina,República Dominicana,2018,"3068,65",MW
Capacidad instalada por fuente,Nuclear,DOM,214,América Latina,República Dominicana,2018,,MW
Capacidad instalada por fuente,Geotermia,DOM,214,América Latina,República Dominicana,2018,,MW
Capacidad instalada por fuente,Eólica,DOM,214,América Latina,República Dominicana,2018,183,MW
Capacidad instalada por fuente,Solar,DOM,214,América Latina,República Dominicana,2018,81,MW
Capacidad instalada por fuente,Otros,DOM,214,América Latina,República Dominicana,2018,,MW
Capacidad instalada por fuente,Térmica renovable,DOM,214,América Latina,República Dominicana,2018,30,MW
Capacidad instalada por fuente,Total,DOM,214,América Latina,República Dominicana,2018,"3978,65",MW
Capacidad instalada por fuente,Hidro,DOM,214,América Latina,República Dominicana,2019,623,MW
Capacidad instalada por fuente,Térmica no renovable,DOM,214,América Latina,República Dominicana,2019,"3711,05",MW
Capacidad instalada por fuente,Nuclear,DOM,214,América Latina,República Dominicana,2019,,MW
Capacidad instalada por fuente,Geotermia,DOM,214,América Latina,República Dominicana,2019,,MW
Capacidad instalada por fuente,Eólica,DOM,214,América Latina,República Dominicana,2019,370,MW
Capacidad instalada por fuente,Solar,DOM,214,América Latina,República Dominicana,2019,155,MW
Capacidad instalada por fuente,Otros,DOM,214,América Latina,República Dominicana,2019,,MW
Capacidad instalada por fuente,Térmica renovable,DOM,214,América Latina,República Dominicana,2019,30,MW
Capacidad instalada por fuente,Total,DOM,214,América Latina,República Dominicana,2019,"4889,05",MW
Capacidad instalada por fuente,Hidro,DOM,214,América Latina,República Dominicana,2020,623,MW
Capacidad instalada por fuente,Térmica no renovable,DOM,214,América Latina,República Dominicana,2020,"3711,41",MW
Capacidad instalada por fuente,Nuclear,DOM,214,América Latina,República Dominicana,2020,,MW
Capacidad instalada por fuente,Geotermia,DOM,214,América Latina,República Dominicana,2020,,MW
Capacidad instalada por fuente,Eólica,DOM,214,América Latina,República Dominicana,2020,370,MW
Capacidad instalada por fuente,Solar,DOM,214,América Latina,República Dominicana,2020,155,MW
Capacidad instalada por fuente,Otros,DOM,214,América Latina,República Dominicana,2020,,MW
Capacidad instalada por fuente,Térmica renovable,DOM,214,América Latina,República Dominicana,2020,30,MW
Capacidad instalada por fuente,Total,DOM,214,América Latina,República Dominicana,2020,"4889,41",MW
Capacidad instalada por fuente,Hidro,DOM,214,América Latina,República Dominicana,2021,"623,28",MW
Capacidad instalada por fuente,Térmica no renovable,DOM,214,América Latina,República Dominicana,2021,"3675,4",MW
Capacidad instalada por fuente,Nuclear,DOM,214,América Latina,República Dominicana,2021,,MW
Capacidad instalada por fuente,Geotermia,DOM,214,América Latina,República Dominicana,2021,,MW
Capacidad instalada por fuente,Eólica,DOM,214,América Latina,República Dominicana,2021,"370,25",MW
Capacidad instalada por fuente,Solar,DOM,214,América Latina,República Dominicana,2021,"305,48",MW
Capacidad instalada por fuente,Otros,DOM,214,América Latina,República Dominicana,2021,,MW
Capacidad instalada por fuente,Térmica renovable,DOM,214,América Latina,República Dominicana,2021,30,MW
Capacidad instalada por fuente,Total,DOM,214,América Latina,República Dominicana,2021,"5004,41",MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2000,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2000,200,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2000,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2000,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2000,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2000,,MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2000,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2000,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2000,389,MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2001,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2001,200,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2001,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2001,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2001,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2001,,MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2001,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2001,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2001,389,MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2002,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2002,200,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2002,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2002,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2002,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2002,,MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2002,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2002,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2002,389,MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2003,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2003,200,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2003,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2003,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2003,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2003,,MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2003,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2003,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2003,389,MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2004,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2004,200,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2004,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2004,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2004,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2004,,MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2004,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2004,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2004,389,MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2005,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2005,200,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2005,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2005,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2005,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2005,,MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2005,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2005,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2005,389,MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2006,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2006,200,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2006,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2006,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2006,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2006,,MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2006,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2006,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2006,389,MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2007,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2007,200,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2007,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2007,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2007,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2007,,MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2007,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2007,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2007,389,MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2008,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2008,200,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2008,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2008,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2008,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2008,,MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2008,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2008,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2008,389,MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2009,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2009,200,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2009,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2009,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2009,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2009,,MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2009,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2009,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2009,389,MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2010,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2010,200,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2010,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2010,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2010,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2010,"0,154",MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2010,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2010,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2010,"389,154",MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2011,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2011,238,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2011,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2011,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2011,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2011,"0,281",MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2011,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2011,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2011,"427,281",MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2012,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2012,238,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2012,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2012,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2012,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2012,"0,661",MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2012,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2012,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2012,"427,661",MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2013,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2013,238,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2013,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2013,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2013,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2013,"0,943",MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2013,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2013,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2013,"427,943",MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2014,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2014,253,MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2014,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2014,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2014,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2014,"6,195",MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2014,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2014,,MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2014,"448,195",MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2015,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2015,"286,5",MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2015,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2015,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2015,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2015,"6,245",MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2015,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2015,"1,5",MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2015,"483,245",MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2016,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2016,"309,5",MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2016,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2016,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2016,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2016,"6,71",MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2016,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2016,"1,5",MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2016,"506,71",MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2017,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2017,"309,5",MW
Capacidad instalada por fuente,Nuclear,,,Caribe,Suriname,2017,,MW
Capacidad instalada por fuente,Geotermia,,,Caribe,Suriname,2017,,MW
Capacidad instalada por fuente,Eólica,,,Caribe,Suriname,2017,,MW
Capacidad instalada por fuente,Solar,,,Caribe,Suriname,2017,"7,682",MW
Capacidad instalada por fuente,Otros,,,Caribe,Suriname,2017,,MW
Capacidad instalada por fuente,Térmica renovable,,,Caribe,Suriname,2017,"1,5",MW
Capacidad instalada por fuente,Total,,,Caribe,Suriname,2017,"507,682",MW
Capacidad instalada por fuente,Hidro,,,Caribe,Suriname,2018,189,MW
Capacidad instalada por fuente,Térmica no renovable,,,Caribe,Suriname,2018,"309,5",MW
